product_id,title,description,brand,offer_title,offer_offer_id,offer_price,offer_in_stock,stock,date
vegan-curl-gel,VEGAN CURL GEL,Fixe les boucles et évite les frisottis. Hydrate les longueurs﻿ sans alourdir. Apporte douceur et brillance à la chevelure,CUT BY FRED,Default Title,40010467344473,22.0,True,41,2024-12-09 13:00:00
masque-dejaunissant-perfect-blonde,MASQUE DEJAUNISSANT PERFECT BLONDE,"Neutralise les reflets jaunes. Apporte éclat et hydratation. Pour tous les cheveux blonds à blancs, naturels ou méchés",CUT BY FRED,Default Title,40052990902361,38.0,True,34,2024-12-09 13:00:00
coffret-surprise-cut-by-fred,COFFRET SURPRISE CUT BY FRED,Un coffret surprise idéal pour les fêtes. Mini format qui s'adapte à tous types de cheveux. Uniquement les produits iconiques de la marque,CUT BY FRED,Default Title,48754345640263,18.0,True,6,2024-12-09 13:00:00
strong-curl-serum,STRONG CURL SERUM,Une barrière naturelle qui protège les cheveux texturés. Dompte les frisottis pour obtenir des boucles bien définies. Apporte brillance et douceur aux longueurs fragiles,CUT BY FRED,Default Title,48859974959431,35.0,True,23,2024-12-09 13:00:00
pack-curl-ritual,PACK CURL RITUAL,,CUT BY FRED,Default Title,50304355074375,44.0,True,28,2024-12-09 13:00:00
shampoing-pur-pure-bio,SHAMPOING PUR & PURE BIO,Composition ultra-douce et hypoallergénique. . Apaise et soulage les cuirs chevelus sensibles. Revitalise la fibre capillaire,DRUIDE,Default Title,39785319792729,19.95,True,99,2024-12-09 13:00:00
gel-coiffant-bio,GEL COIFFANT BIO,Coiffe et structure les boucles. Offre une fixation longue tenue. . Hydrate et renforce la fibre capillaire,DRUIDE,250 ml,49983278219591,16.9,True,152,2024-12-09 13:00:00
gel-coiffant-bio,GEL COIFFANT BIO,Coiffe et structure les boucles. Offre une fixation longue tenue. . Hydrate et renforce la fibre capillaire,DRUIDE,90 ml,49983278252359,10.0,True,152,2024-12-09 13:00:00
apres-shampoing-pur-pure-bio,APRÈS-SHAMPOING PUR & PURE BIO,Composition ultra douce et hypoallergénique. Redonne volume et souplesse. . Hydrate intensément la fibre capillaire,DRUIDE,Default Title,39785383592025,17.95,True,42,2024-12-09 13:00:00
shampoing-assainissant-bio,SHAMPOING ASSAINISSANT BIO,Assainit le cuir chevelu et purifie les cheveux gras. Permet de réduire les pellicules grasses et sèches. Solution naturelle pour lutter contre les démangeaisons,DRUIDE,Default Title,46362924777799,19.9,True,70,2024-12-09 13:00:00
routine-pur-pure,ROUTINE PUR & PURE,,DRUIDE,Default Title,49619501449543,52.06,True,42,2024-12-09 13:00:00
huile-fortifiante,HUILE DE SOIN FORTIFIANTE,Concentré d'actif : Anti-chute et anti-casse. . Renforce et protège la fibre capillaire.. Favorise la pousse et apporte du volume,IN HAIRCARE,Default Title,39948826804313,26.9,True,26,2024-12-09 13:00:00
gummies-3-mois,GUMMIES POUSSE RAPIDE,Renforce et protège la fibre capillaire.. Lutte efficacement contre la chute . Stimule une pousse rapide. . . . . .  💊 L'offre de 3 mois te permet d’économiser 10 € par rapport à l’achat de 3 boîtes séparées. (3 mois est le temps recommandé pour une réelle efficacité),IN HAIRCARE,Default Title,39960873893977,26.9,True,17,2024-12-09 13:00:00
gelules-3-mois,GÉLULES CHUTE ET POUSSE,Lutte efficacement contre la chute . . Renforce et protège la fibre capillaire. Gaine et donne du volume . . 💊 L'offre de 3 mois te permet d’économiser 15 € par rapport à l’achat de 3 boîtes séparées. (3 mois est le temps recommandé pour une réelle efficacité),IN HAIRCARE,Default Title,39960872714329,29.9,True,39,2024-12-09 13:00:00
serum-pousse-et-chute-boost-scalp,SÉRUM POUSSE ET CHUTE BOOST & SCALP,Lutte efficacement contre la chute . Renforce et purifie le cuir chevelu. Stimule la pousse naturellement,IN HAIRCARE,Default Title,39995154038873,37.9,True,10,2024-12-09 13:00:00
gelee-exfoliante-anti-chute,GELÉE EXFOLIANTE ANTI-CHUTE,"Élimine les cellules mortes, les impuretés et les résidus. Stimule la pousse du cheveu. Hydrate et apaise le cuir chevelu",IN HAIRCARE,Default Title,40311094673497,26.9,False,0,2024-12-09 13:00:00
gummies-post-partum,GUMMIES POST-PARTUM,"Rebooste l'organisme après un accouchement. . Stimule la croissance capillaire. Renforce et booste la croissance des cheveux. 💊 L'offre de 3 mois te permet d’économiser 6,80 € par rapport à l’achat de 3 boîtes séparées. (3 mois est le temps minimum recommandé pour une réelle efficacité)",IN HAIRCARE,Default Title,48187403403591,30.9,True,9,2024-12-09 13:00:00
gel-curl-n-go,GEL CURL N’GO,Définit et fixe les boucles sans les alourdir. . Fortifie et gaine la fibre capillaire. Maintient des boucles rebondies tout au long de la journée,IN HAIRCARE,Default Title,48187997126983,21.9,True,86,2024-12-09 13:00:00
lait-capillaire-milkin,LAIT CAPILLAIRE MILK'IN,Un soin sans rinçage qui hydrate et protège. Agit contre les agressions tel un véritable bouclier. Aide à définir les boucles sans alourdir les longueurs,IN HAIRCARE,Default Title,49033163112775,22.9,True,31,2024-12-09 13:00:00
shampoing-doux-wash-n-care,SHAMPOING DOUX WASH N’ CARE,Augmente le volume et favorise la pousse. Aide à ralentir la chute﻿ et aide à retrouver du volume. . Fortifie la fibre capillaire dès la racine,IN HAIRCARE,Default Title,49306580779335,16.9,True,23,2024-12-09 13:00:00
masque-repair-n-care,MASQUE REPAIR N’ CARE,,IN HAIRCARE,Default Title,49306746519879,21.9,True,48,2024-12-09 13:00:00
shampoing-wash-n-purify,SHAMPOING WASH N’ PURIFY,,IN HAIRCARE,Default Title,49818060390727,17.9,True,33,2024-12-09 13:00:00
apres-shampoing-protect-my-hair,APRÈS-SHAMPOING NOURISSANT,Facilite les démêlages difficiles. Revitalise les cheveux fragilisés. Rend les cheveux doux et brillants,KALIA NATURE,Default Title,39788569690201,25.9,True,28,2024-12-09 13:00:00
creme-dhibiscus-3-en-1,CRÈME D'HIBISCUS 3 EN 1,Bouclier face aux agressions extérieures. Conserve l’éclat des bouclettes. Renforce et protège les cheveux fragilisés,KALIA NATURE,Default Title,39788573360217,25.9,True,14,2024-12-09 13:00:00
gelee-coiffante-dhibiscus,GELÉE COIFFANTE D'HIBISCUS,Fixe et discipline les cheveux texturisés. Apporte éclat et rebond aux bouclettes. Lutte efficacement contre les frisottis,KALIA NATURE,Default Title,39788972539993,19.9,True,26,2024-12-09 13:00:00
masque-coco-spiruline,MASQUE PROTÉINÉ COCO-SPIRULINE,Renforce énormément la fibre capillaire. Apporte souplesse et brillance. . Sublime intensément les chevelures fragilisées,KALIA NATURE,Default Title,39792167911513,25.9,True,75,2024-12-09 13:00:00
serum-riche-au-murumuru,SÉRUM RICHE MURUMURU,Combat immédiatement l'effet mousseux. Aide à définir les boucles rapidement. Apporte une nutrition intense dès la première application,KALIA NATURE,Default Title,40401165156441,14.9,True,141,2024-12-09 13:00:00
gelee-coiffante-au-miel,GELÉE COIFFANTE AU MIEL,Aide à définir et fixer les boucles. Maintien l'hydratation de la chevelure. Aide à avoir des boucles rebondies et brillantes,KALIA NATURE,Default Title,40401959387225,18.9,True,13,2024-12-09 13:00:00
shampoing-bay-de-saint-thomas,SHAMPOING BAY DE SAINT THOMAS,Calme les inconforts du cuir chevelu. Lutte contre la chute des cheveux et stimule la pousse. Aide à combattre les pellicules,KALIA NATURE,Default Title,46372498800967,15.9,True,14,2024-12-09 13:00:00
shampoing-ortie-piquante,SHAMPOING ORTIE PIQUANTE,Purifie le cuir chevelu et les racines grasses. Stimule la pousse et évite la casse et la chute. Fortifie les longueurs,KALIA NATURE,Default Title,46372594647367,22.9,True,12,2024-12-09 13:00:00
trousse-routine-dete,TROUSSE ROUTINE,Trousse idéale pour protéger du soleil . Une routine simple et efficace pour soigner tes cheveux. Un format pratique à emporter partout avec toi,KALIA NATURE,Default Title,46888027488583,38.9,True,20,2024-12-09 13:00:00
creme-sans-rincage-kurl-nectar,CRÈME SANS RINÇAGE KURL NECTAR,Hydrate et renforce les cheveux les plus secs. Lutte contre les frisottis. Sublime la forme des boucles,LES SECRETS DE LOLY,Default Title,39761260609625,20.0,True,73,2024-12-09 13:00:00
spray-hydratant-coktail-curl-remedy,SPRAY HYDRATANT COCKTAIL CURL REMEDY,Idéal pour rafraichir ses boucles à sec. Protection contre les UV. Revitalise les cheveux les plus abimés,LES SECRETS DE LOLY,Default Title,39778916434009,33.0,True,28,2024-12-09 13:00:00
soin-hydratant-repair-time,SOIN HYDRATANT REPAIR TIME,Hydrate en profondeur. Renforce la fibre capillaire. Évite la casse,LES SECRETS DE LOLY,Default Title,39779455336537,20.0,True,87,2024-12-09 13:00:00
shampoing-sunshine-clean,SHAMPOING SUNSHINE CLEAN,Lutte contre les pellicules et les démangeaisons. Purifie sans agresser afin d’espacer les lavages. Protège et rééquilibre le pH du cuir chevelu,LES SECRETS DE LOLY,Default Title,39781190664281,16.0,True,13,2024-12-09 13:00:00
masque-tropical-detox,MASQUE TROPICAL DÉTOX,Accompagne dans la transition capillaire vers le naturel. Détoxifie en douceur la fibre capillaire. Redonne du tonus aux bouclettes fatiguées,LES SECRETS DE LOLY,Default Title,39781739200601,21.6,True,50,2024-12-09 13:00:00
shampoing-perfect-clean,SHAMPOING PERFECT CLEAN,Nettoie et renforce  les cheveux texturés. Lutte contre les frisottis. Aide au démêlage,LES SECRETS DE LOLY,Default Title,39788048941145,16.0,True,35,2024-12-09 13:00:00
gelee-boost-curl,GELÉE BOOST CURL,Hydrate et renforce les cheveux les plus secs. Lutte contre les frisottis. Sublime la forme des boucles,LES SECRETS DE LOLY,Default Title,40393512157273,19.0,True,57,2024-12-09 13:00:00
apres-shampoing-pink-paradise,APRÈS-SHAMPOING PINK PARADISE,"Démêlez instantanément. . Apporte douceur,  légèreté et souplesse. Lutte contre les frisottis",LES SECRETS DE LOLY,Default Title,39788132958297,16.0,True,119,2024-12-09 13:00:00
brosse-denman,BROSSE STYLISANTE,"✨ La brosse idéale pour répartir uniformément les produits coiffants, démêler en douceur et améliorer la définition de tes boucles.",LES SECRETS DE LOLY,Default Title,39797975384153,15.0,True,119,2024-12-09 13:00:00
creme-nourissante-magic-twist,CRÈME NOURISSANTE MAGIC TWIST,Permet de réaliser des coiffures protectrices . Conserve et retient l’hydratation . Nourrit en profondeur les cheveux frisés,LES SECRETS DE LOLY,Default Title,39798052192345,20.0,True,17,2024-12-09 13:00:00
lait-capillaire-ananas,LAIT SMOOTHIE ANANAS,Rend les cheveux doux et brillants. Protège et renforce la fibre capillaire . . Discipline et lutte contre les frisottis,LES SECRETS DE LOLY,Default Title,39798062678105,22.0,True,28,2024-12-09 13:00:00
shampoing-leger-perfect-match,SHAMPOING LÉGER PERFECT MATCH,Nettoie la chevelure en profondeur. . Apporte légèreté et brillance. . Mousse dense et généreuse,LES SECRETS DE LOLY,Default Title,40010512334937,16.5,True,24,2024-12-09 13:00:00
soin-leger-cream-conditionner,SOIN LÉGER CREAM CONDITIONNER,Protège et hydrate intensément la fibre capillaire. Favorise l'élasticité des longueurs afin d'éviter la casse. . Facilite le démêlage sans abîmer la chevelure,LES SECRETS DE LOLY,Default Title,40010853122137,17.5,True,144,2024-12-09 13:00:00
leave-in-leger-kurl-potion,LEAVE-IN LÉGER KURL POTION,Définis et structure les cheveux texturés. . Révèle tes boucles naturelles. . Apporte volume et brillance,LES SECRETS DE LOLY,Default Title,40011216453721,22.5,True,70,2024-12-09 13:00:00
kurl-fusion,KURL FUSION,"Idéal pour les multitextures. . Apporte hydratation , nutrition et définition. . Permet de gagner du temps et de simplifier ta routine",LES SECRETS DE LOLY,Default Title,48618492821831,21.9,True,46,2024-12-09 13:00:00
masque-proteine-pink-power,MASQUE PROTÉINÉ PINK POWER,Répare instantanément les cheveux les plus abîmés. Apporte une nutrition interne et profonde à la chevelure. Permet de réduire la casse et renforcer la fibre capillaire,LES SECRETS DE LOLY,Default Title,49362041209159,26.9,True,58,2024-12-09 13:00:00
care-fusion,CARE FUSION,,LES SECRETS DE LOLY,Default Title,50141623320903,17.0,True,51,2024-12-09 13:00:00
cloud-fusion,CLOUD FUSION,,LES SECRETS DE LOLY,Default Title,50163859587399,21.9,True,107,2024-12-09 13:00:00
hyaly-fusion-mask,HYALU FUSION MASK,,LES SECRETS DE LOLY,Default Title,50164129366343,26.9,True,67,2024-12-09 13:00:00
coffret-lolys-besties,COFFRET LOLY'S BESTIES,,LES SECRETS DE LOLY,Default Title,50339630350663,49.9,True,44,2024-12-09 13:00:00
shampoing-purifiant-premire-mousse,SHAMPOING PURIFIANT PREMIÈRE MOUSSE,Nettoie sans assécher les longueurs. Purifie en douceur le cuir chevelu. Sensation de fraîcheur et de légèreté,NOIRE Ô NATUREL,Default Title,39785303933017,13.5,True,78,2024-12-09 13:00:00
curl-bloom-creme-definissante-3-en-1,"CURL BLOOM, CRÈME DÉFINISSANTE 3-EN-1","Un soin 3-en-1 pour hydrater, définir et protéger sans alourdir. Aide à galber le cheveu et définir les boucles. Apporte volume et brillance",NO MORE BEAUTY,Default Title,48931002417479,39.9,True,151,2024-12-09 13:00:00
masque-capillaire-detox,MASQUE CAPILLAIRE DÉTOX,Détoxifie et purifie la fibre capillaire. Est un allié vers la transition capillaire au naturel. Absorbe les excès de sébum et lutte contre les pellicules,POWDER,Default Title,49159966556487,19.8,False,0,2024-12-09 13:00:00
masque-capillaire-no-poo,MASQUE CAPILLAIRE NO POO,Permet un lavage en douceur. . Purifie et absorbe toute impureté. Apporte force et légèreté,POWDER,Default Title,39794281218137,19.8,True,39,2024-12-09 13:00:00
masque-capillaire-sublimateur,MASQUE CAPILLAIRE SUBLIMATEUR,Favorise la pousse et freine la chute. Gaine et apporte du volume. Procure brillance et vitalité,POWDER,Default Title,39794281971801,19.8,True,10,2024-12-09 13:00:00
masque-capillaire-reparateur,MASQUE CAPILLAIRE RÉPARATEUR,Rend les cheveux plus résistants. Gaine et apporte du volume. . Répare et régénère la fibre capillaire,POWDER,Default Title,39794283151449,19.8,True,9,2024-12-09 13:00:00
fouet-en-inox,FOUET EN INOX,💛 Un petit fouet très pratique pour obtenir des soins maison lisses et sans grumeaux.,POWDER,Default Title,46372446830919,4.0,True,11,2024-12-09 13:00:00
cuillere-en-bois,CUILLÈRE EN BOIS,"☘️ L'accessoire idéal pour mélanger de façon homogène tes recettes capillaires DIY, doser avec précision tes ingrédients et conserver les propriétés des poudres.",POWDER,Default Title,46372485071175,4.5,True,10,2024-12-09 13:00:00
poudre-de-banane-bio,POUDRE DE BANANE BIO,Prévient la déshydratation des cheveux. Idéal pour la réalisation de masques capillaires maison. Apporte du volume et de la souplesse,POWDER,Default Title,46662371868999,10.8,True,7,2024-12-09 13:00:00
chouchou-satin,CHOUCHOU SATIN BLANC CASSÉ,🌿 L'accessoire idéal pour attacher tes cheveux tout en douceur en évitant la casse au niveau des points d'attache.,AUX PORTES DU NATUREL,Default Title,39786683760729,4.5,True,2,2024-12-09 13:00:00
taie-doreiller-en-satin-bleu-nuit,TAIE D'OREILLER EN SATIN BLEU NUIT,"💫 La taie d'oreiller idéale pour lutter contre les frisottis, maintenir l'hydratation des cheveux et éviter les nœuds au réveil !",AUX PORTES DU NATUREL,CARRÉ 63x63 cm,39902854414425,30.0,True,6,2024-12-09 13:00:00
taie-doreiller-en-satin-bleu-nuit,TAIE D'OREILLER EN SATIN BLEU NUIT,"💫 La taie d'oreiller idéale pour lutter contre les frisottis, maintenir l'hydratation des cheveux et éviter les nœuds au réveil !",AUX PORTES DU NATUREL,RECTANGLE 70x51 cm,39902854479961,28.0,True,6,2024-12-09 13:00:00
taie-doreiller-en-satin-blanc-casse,TAIE D'OREILLER EN SATIN BLANC CASSÉ,"💫 La taie d'oreiller idéale pour lutter contre les frisottis, maintenir l'hydratation des cheveux et éviter les nœuds au réveil !",AUX PORTES DU NATUREL,CARRÉ 63x63 cm,39972768645209,30.0,True,11,2024-12-09 13:00:00
taie-doreiller-en-satin-blanc-casse,TAIE D'OREILLER EN SATIN BLANC CASSÉ,"💫 La taie d'oreiller idéale pour lutter contre les frisottis, maintenir l'hydratation des cheveux et éviter les nœuds au réveil !",AUX PORTES DU NATUREL,RECTANGLE 70x51 cm,39972768677977,28.0,True,11,2024-12-09 13:00:00
taie-oreiller-en-satin-noir,TAIE D'OREILLER EN SATIN NOIR,"💫 La taie d'oreiller idéale pour lutter contre les frisottis, maintenir l'hydratation des cheveux et éviter les nœuds au réveil !",AUX PORTES DU NATUREL,CARRÉ 63x63 CM,39902885052505,30.0,True,8,2024-12-09 13:00:00
taie-oreiller-en-satin-noir,TAIE D'OREILLER EN SATIN NOIR,"💫 La taie d'oreiller idéale pour lutter contre les frisottis, maintenir l'hydratation des cheveux et éviter les nœuds au réveil !",AUX PORTES DU NATUREL,RECTANGLE 70x51 CM,39902885085273,28.0,True,8,2024-12-09 13:00:00
